project_id,sent_to_crc_date,project_size,source,status
1012394,2024-12-05,Small,simulated_future_projects,Future
1012395,2021-07-23,Small,simulated_future_projects,Future
1012396,2021-05-16,Small,simulated_future_projects,Future
1012397,2021-07-17,Large,simulated_future_projects,Future
1012398,2022-02-19,Small,simulated_future_projects,Future
1012399,2021-05-22,Large,simulated_future_projects,Future
1012400,2021-06-07,Small,simulated_future_projects,Future
1012401,2021-12-10,Small,simulated_future_projects,Future
1012402,2024-01-15,Small,simulated_future_projects,Future
1012403,2022-01-29,Small,simulated_future_projects,Future
1012404,2021-06-13,Small,simulated_future_projects,Future
1012405,2021-07-31,Small,simulated_future_projects,Future
1012406,2022-04-28,Small,simulated_future_projects,Future
1012407,2021-09-30,Small,simulated_future_projects,Future
1012408,2021-12-22,Small,simulated_future_projects,Future
1012409,2021-12-25,Small,simulated_future_projects,Future
1012410,2021-08-31,Small,simulated_future_projects,Future
1012411,2023-01-20,Large,simulated_future_projects,Future
1012412,2023-01-16,Small,simulated_future_projects,Future
1012413,2023-01-22,Small,simulated_future_projects,Future
1012414,2022-10-04,Small,simulated_future_projects,Future
1012415,2021-05-22,Large,simulated_future_projects,Future
1012416,2022-01-09,Small,simulated_future_projects,Future
1012417,2023-11-24,Small,simulated_future_projects,Future
1012418,2025-03-29,Small,simulated_future_projects,Future
1012419,2022-12-19,Small,simulated_future_projects,Future
1012420,2021-07-31,Small,simulated_future_projects,Future
1012421,2025-08-11,Small,simulated_future_projects,Future
1012422,2021-06-28,Small,simulated_future_projects,Future
1012423,2021-07-19,Small,simulated_future_projects,Future
1012424,2022-07-20,Large,simulated_future_projects,Future
1012425,2021-07-11,Small,simulated_future_projects,Future
1012426,2021-08-13,Small,simulated_future_projects,Future
1012427,2021-08-04,Small,simulated_future_projects,Future
1012428,2023-01-24,Very Large,simulated_future_projects,Future
1012429,2022-12-11,Small,simulated_future_projects,Future
1012430,2022-08-06,Large,simulated_future_projects,Future
1012431,2022-05-05,Small,simulated_future_projects,Future
1012432,2021-05-31,Small,simulated_future_projects,Future
1012433,2021-11-21,Small,simulated_future_projects,Future
1012434,2022-02-20,Small,simulated_future_projects,Future
1012435,2022-04-24,Small,simulated_future_projects,Future
1012436,2023-03-28,Small,simulated_future_projects,Future
1012437,2021-06-11,Small,simulated_future_projects,Future
1012438,2023-04-10,Small,simulated_future_projects,Future
1012439,2021-08-22,Small,simulated_future_projects,Future
1012440,2022-03-12,Small,simulated_future_projects,Future
1012441,2022-09-20,Small,simulated_future_projects,Future
1012442,2022-10-12,Small,simulated_future_projects,Future
1012443,2025-08-01,Small,simulated_future_projects,Future
1012444,2022-03-02,Small,simulated_future_projects,Future
1012445,2021-08-09,Small,simulated_future_projects,Future
1012446,2022-03-17,Small,simulated_future_projects,Future
1012447,2023-01-30,Small,simulated_future_projects,Future
1012448,2022-01-02,Small,simulated_future_projects,Future
1012449,2021-06-12,Very Large,simulated_future_projects,Future
1012450,2021-08-19,Small,simulated_future_projects,Future
1012451,2021-10-13,Small,simulated_future_projects,Future
1012452,2022-09-10,Small,simulated_future_projects,Future
1012453,2021-11-22,Small,simulated_future_projects,Future
1012454,2022-02-06,Small,simulated_future_projects,Future
1012455,2022-05-04,Small,simulated_future_projects,Future
1012456,2023-01-31,Small,simulated_future_projects,Future
1012457,2021-06-30,Small,simulated_future_projects,Future
1012458,2022-08-12,Small,simulated_future_projects,Future
1012459,2022-10-13,Large,simulated_future_projects,Future
1012460,2023-09-17,Small,simulated_future_projects,Future
1012461,2021-12-07,Small,simulated_future_projects,Future
1012462,2022-03-24,Small,simulated_future_projects,Future
1012463,2021-09-01,Small,simulated_future_projects,Future
1012464,2021-10-19,Very Large,simulated_future_projects,Future
1012465,2021-09-24,Large,simulated_future_projects,Future
1012466,2022-06-22,Small,simulated_future_projects,Future
1012467,2023-07-26,Small,simulated_future_projects,Future
1012468,2023-06-05,Very Large,simulated_future_projects,Future
1012469,2021-10-25,Small,simulated_future_projects,Future
1012470,2021-08-01,Large,simulated_future_projects,Future
1012471,2022-09-23,Very Large,simulated_future_projects,Future
1012472,2021-11-14,Small,simulated_future_projects,Future
1012473,2022-05-01,Small,simulated_future_projects,Future
1012474,2021-06-27,Small,simulated_future_projects,Future
1012475,2026-03-18,Small,simulated_future_projects,Future
1012476,2021-08-04,Small,simulated_future_projects,Future
1012477,2022-03-21,Small,simulated_future_projects,Future
1012478,2022-10-12,Small,simulated_future_projects,Future
1012479,2024-01-16,Large,simulated_future_projects,Future
1012480,2021-10-15,Small,simulated_future_projects,Future
1012481,2022-01-16,Small,simulated_future_projects,Future
1012482,2023-03-23,Small,simulated_future_projects,Future
1012483,2023-06-26,Small,simulated_future_projects,Future
1012484,2021-08-19,Large,simulated_future_projects,Future
1012485,2021-05-21,Small,simulated_future_projects,Future
1012486,2027-07-15,Small,simulated_future_projects,Future
1012487,2022-06-26,Small,simulated_future_projects,Future
1012488,2021-11-08,Small,simulated_future_projects,Future
1012489,2026-12-15,Small,simulated_future_projects,Future
1012490,2021-06-15,Small,simulated_future_projects,Future
1012491,2021-08-05,Small,simulated_future_projects,Future
1012492,2021-07-24,Small,simulated_future_projects,Future
1012493,2021-07-30,Small,simulated_future_projects,Future
1012494,2022-07-22,Small,simulated_future_projects,Future
1012495,2022-01-01,Small,simulated_future_projects,Future
1012496,2023-09-29,Small,simulated_future_projects,Future
1012497,2021-10-18,Small,simulated_future_projects,Future
1012498,2022-09-18,Very Large,simulated_future_projects,Future
1012499,2022-07-23,Small,simulated_future_projects,Future
1012500,2025-11-30,Large,simulated_future_projects,Future
1012501,2023-09-29,Small,simulated_future_projects,Future
1012502,2021-10-28,Small,simulated_future_projects,Future
1012503,2021-11-22,Small,simulated_future_projects,Future
1012504,2021-11-23,Small,simulated_future_projects,Future
1012505,2021-12-16,Small,simulated_future_projects,Future
1012506,2021-09-24,Small,simulated_future_projects,Future
1012507,2021-06-02,Small,simulated_future_projects,Future
1012508,2022-01-03,Small,simulated_future_projects,Future
1012509,2024-10-13,Small,simulated_future_projects,Future
1012510,2022-10-19,Small,simulated_future_projects,Future
1012511,2022-04-28,Small,simulated_future_projects,Future
1012512,2028-10-25,Small,simulated_future_projects,Future
1012513,2021-12-02,Small,simulated_future_projects,Future
1012514,2021-10-21,Large,simulated_future_projects,Future
1012515,2022-09-10,Small,simulated_future_projects,Future
1012516,2022-07-04,Small,simulated_future_projects,Future
1012517,2022-04-26,Small,simulated_future_projects,Future
1012518,2022-10-11,Small,simulated_future_projects,Future
1012519,2023-01-14,Small,simulated_future_projects,Future
1012520,2023-05-23,Small,simulated_future_projects,Future
1012521,2023-08-29,Small,simulated_future_projects,Future
1012522,2022-05-07,Small,simulated_future_projects,Future
1012523,2022-10-14,Small,simulated_future_projects,Future
1012524,2021-07-16,Large,simulated_future_projects,Future
1012525,2022-08-09,Small,simulated_future_projects,Future
1012526,2022-02-12,Small,simulated_future_projects,Future
1012527,2025-02-08,Small,simulated_future_projects,Future
1012528,2021-06-28,Small,simulated_future_projects,Future
1012529,2023-04-21,Small,simulated_future_projects,Future
1012530,2023-11-07,Small,simulated_future_projects,Future
1012531,2021-11-29,Small,simulated_future_projects,Future
1012532,2022-05-05,Small,simulated_future_projects,Future
1012533,2021-07-06,Small,simulated_future_projects,Future
1012534,2022-06-06,Small,simulated_future_projects,Future
1012535,2022-05-07,Small,simulated_future_projects,Future
1012536,2021-07-15,Small,simulated_future_projects,Future
1012537,2022-03-22,Small,simulated_future_projects,Future
1012538,2024-07-17,Small,simulated_future_projects,Future
1012539,2021-08-09,Small,simulated_future_projects,Future
1012540,2021-11-28,Small,simulated_future_projects,Future
1012541,2021-12-05,Small,simulated_future_projects,Future
1012542,2022-01-03,Small,simulated_future_projects,Future
1012543,2021-10-04,Small,simulated_future_projects,Future
1012544,2021-09-12,Small,simulated_future_projects,Future
1012545,2021-11-17,Small,simulated_future_projects,Future
1012546,2027-02-24,Small,simulated_future_projects,Future
1012547,2021-08-07,Small,simulated_future_projects,Future
1012548,2024-05-11,Small,simulated_future_projects,Future
1012549,2025-11-03,Large,simulated_future_projects,Future
1012550,2021-06-03,Small,simulated_future_projects,Future
1012551,2025-05-16,Large,simulated_future_projects,Future
1012552,2022-12-06,Small,simulated_future_projects,Future
1012553,2022-11-14,Small,simulated_future_projects,Future
1012554,2024-02-14,Very Large,simulated_future_projects,Future
1012555,2023-05-10,Small,simulated_future_projects,Future
1012556,2024-02-27,Small,simulated_future_projects,Future
1012557,2023-01-24,Small,simulated_future_projects,Future
1012558,2025-01-18,Small,simulated_future_projects,Future
1012559,2021-07-09,Small,simulated_future_projects,Future
1012560,2021-05-22,Small,simulated_future_projects,Future
1012561,2023-08-29,Small,simulated_future_projects,Future
1012562,2022-12-27,Small,simulated_future_projects,Future
1012563,2022-03-18,Small,simulated_future_projects,Future
1012564,2021-12-24,Small,simulated_future_projects,Future
1012565,2022-10-30,Small,simulated_future_projects,Future
1012566,2021-10-01,Small,simulated_future_projects,Future
1012567,2023-11-13,Small,simulated_future_projects,Future
1012568,2022-03-07,Small,simulated_future_projects,Future
1012569,2025-06-04,Small,simulated_future_projects,Future
1012570,2021-05-13,Small,simulated_future_projects,Future
1012571,2023-09-08,Small,simulated_future_projects,Future
1012572,2023-07-05,Small,simulated_future_projects,Future
1012573,2023-04-18,Small,simulated_future_projects,Future
1012574,2022-04-06,Small,simulated_future_projects,Future
1012575,2021-06-28,Small,simulated_future_projects,Future
1012576,2023-10-29,Small,simulated_future_projects,Future
1012577,2024-08-15,Small,simulated_future_projects,Future
1012578,2021-12-23,Very Large,simulated_future_projects,Future
1012579,2022-01-29,Small,simulated_future_projects,Future
1012580,2023-08-27,Small,simulated_future_projects,Future
1012581,2023-02-24,Small,simulated_future_projects,Future
1012582,2022-06-08,Small,simulated_future_projects,Future
1012583,2022-01-24,Small,simulated_future_projects,Future
1012584,2024-04-07,Small,simulated_future_projects,Future
1012585,2021-09-09,Small,simulated_future_projects,Future
1012586,2022-05-08,Small,simulated_future_projects,Future
1012587,2021-10-31,Small,simulated_future_projects,Future
1012588,2022-08-29,Small,simulated_future_projects,Future
1012589,2023-01-31,Small,simulated_future_projects,Future
1012590,2021-07-24,Small,simulated_future_projects,Future
1012591,2021-07-14,Small,simulated_future_projects,Future
1012592,2022-06-29,Small,simulated_future_projects,Future
1012593,2021-07-31,Small,simulated_future_projects,Future
1012594,2021-12-29,Small,simulated_future_projects,Future
1012595,2021-09-05,Very Large,simulated_future_projects,Future
1012596,2021-12-12,Small,simulated_future_projects,Future
1012597,2021-11-02,Small,simulated_future_projects,Future
1012598,2021-06-29,Small,simulated_future_projects,Future
1012599,2021-06-21,Small,simulated_future_projects,Future
1012600,2021-12-28,Small,simulated_future_projects,Future
1012601,2024-10-19,Small,simulated_future_projects,Future
1012602,2023-01-16,Small,simulated_future_projects,Future
1012603,2021-11-16,Small,simulated_future_projects,Future
1012604,2025-03-06,Small,simulated_future_projects,Future
1012605,2023-02-17,Small,simulated_future_projects,Future
1012606,2021-10-23,Small,simulated_future_projects,Future
1012607,2021-08-25,Small,simulated_future_projects,Future
1012608,2024-04-09,Small,simulated_future_projects,Future
1012609,2021-06-16,Small,simulated_future_projects,Future
1012610,2022-04-01,Small,simulated_future_projects,Future
1012611,2022-06-05,Small,simulated_future_projects,Future
1012612,2021-06-23,Large,simulated_future_projects,Future
1012613,2021-10-09,Small,simulated_future_projects,Future
1012614,2024-12-12,Small,simulated_future_projects,Future
1012615,2021-11-03,Small,simulated_future_projects,Future
1012616,2023-10-03,Small,simulated_future_projects,Future
1012617,2022-07-15,Small,simulated_future_projects,Future
1012618,2022-01-01,Small,simulated_future_projects,Future
1012619,2021-08-15,Small,simulated_future_projects,Future
1012620,2021-05-26,Small,simulated_future_projects,Future
1012621,2023-04-26,Small,simulated_future_projects,Future
1012622,2023-07-12,Small,simulated_future_projects,Future
1012623,2022-04-14,Small,simulated_future_projects,Future
1012624,2022-04-24,Very Large,simulated_future_projects,Future
1012625,2021-06-03,Small,simulated_future_projects,Future
1012626,2022-01-13,Small,simulated_future_projects,Future
1012627,2024-01-31,Small,simulated_future_projects,Future
1012628,2024-03-12,Small,simulated_future_projects,Future
1012629,2024-07-25,Small,simulated_future_projects,Future
1012630,2022-09-02,Small,simulated_future_projects,Future
1012631,2021-07-11,Small,simulated_future_projects,Future
1012632,2022-01-10,Small,simulated_future_projects,Future
1012633,2021-11-22,Small,simulated_future_projects,Future
1012634,2021-07-22,Small,simulated_future_projects,Future
1012635,2021-08-11,Small,simulated_future_projects,Future
1012636,2021-10-12,Small,simulated_future_projects,Future
1012637,2022-03-03,Small,simulated_future_projects,Future
1012638,2025-03-01,Small,simulated_future_projects,Future
1012639,2021-10-19,Small,simulated_future_projects,Future
1012640,2021-06-06,Small,simulated_future_projects,Future
1012641,2022-08-09,Small,simulated_future_projects,Future
1012642,2021-09-28,Small,simulated_future_projects,Future
1012643,2022-02-07,Small,simulated_future_projects,Future
1012644,2024-04-07,Large,simulated_future_projects,Future
1012645,2022-12-30,Large,simulated_future_projects,Future
1012646,2021-07-28,Small,simulated_future_projects,Future
1012647,2023-02-17,Small,simulated_future_projects,Future
1012648,2023-02-20,Small,simulated_future_projects,Future
1012649,2023-03-08,Small,simulated_future_projects,Future
1012650,2022-05-20,Small,simulated_future_projects,Future
1012651,2022-10-30,Small,simulated_future_projects,Future
1012652,2023-06-29,Small,simulated_future_projects,Future
1012653,2022-03-15,Small,simulated_future_projects,Future
1012654,2025-08-01,Small,simulated_future_projects,Future
1012655,2024-04-04,Small,simulated_future_projects,Future
1012656,2022-02-09,Small,simulated_future_projects,Future
1012657,2022-12-23,Small,simulated_future_projects,Future
1012658,2021-07-26,Small,simulated_future_projects,Future
1012659,2022-07-28,Small,simulated_future_projects,Future
1012660,2023-04-05,Small,simulated_future_projects,Future
1012661,2023-01-13,Small,simulated_future_projects,Future
1012662,2021-10-24,Small,simulated_future_projects,Future
1012663,2021-11-05,Small,simulated_future_projects,Future
1012664,2022-06-08,Small,simulated_future_projects,Future
1012665,2022-02-04,Small,simulated_future_projects,Future
1012666,2021-06-08,Large,simulated_future_projects,Future
1012667,2023-06-10,Small,simulated_future_projects,Future
1012668,2024-09-15,Small,simulated_future_projects,Future
1012669,2022-03-17,Small,simulated_future_projects,Future
1012670,2021-12-28,Small,simulated_future_projects,Future
1012671,2021-08-30,Small,simulated_future_projects,Future
1012672,2024-07-10,Small,simulated_future_projects,Future
1012673,2023-04-05,Small,simulated_future_projects,Future
1012674,2023-12-03,Small,simulated_future_projects,Future
1012675,2022-01-19,Small,simulated_future_projects,Future
1012676,2022-11-27,Small,simulated_future_projects,Future
1012677,2022-03-17,Small,simulated_future_projects,Future
1012678,2023-03-25,Large,simulated_future_projects,Future
1012679,2022-02-25,Very Large,simulated_future_projects,Future
1012680,2021-08-09,Small,simulated_future_projects,Future
1012681,2023-06-16,Small,simulated_future_projects,Future
1012682,2022-04-13,Small,simulated_future_projects,Future
1012683,2022-01-08,Small,simulated_future_projects,Future
1012684,2022-04-11,Small,simulated_future_projects,Future
1012685,2021-09-20,Small,simulated_future_projects,Future
1012686,2021-10-12,Small,simulated_future_projects,Future
1012687,2022-12-04,Small,simulated_future_projects,Future
1012688,2021-09-25,Small,simulated_future_projects,Future
1012689,2022-08-09,Small,simulated_future_projects,Future
1012690,2021-11-09,Very Large,simulated_future_projects,Future
1012691,2021-06-05,Small,simulated_future_projects,Future
1012692,2022-02-23,Small,simulated_future_projects,Future
1012693,2022-07-08,Small,simulated_future_projects,Future
1012694,2021-05-29,Small,simulated_future_projects,Future
1012695,2026-04-06,Small,simulated_future_projects,Future
1012696,2023-01-15,Small,simulated_future_projects,Future
1012697,2021-05-26,Small,simulated_future_projects,Future
1012698,2021-10-28,Small,simulated_future_projects,Future
1012699,2021-10-27,Small,simulated_future_projects,Future
1012700,2023-10-24,Small,simulated_future_projects,Future
1012701,2022-04-12,Small,simulated_future_projects,Future
1012702,2024-07-09,Small,simulated_future_projects,Future
1012703,2021-07-10,Small,simulated_future_projects,Future
1012704,2022-08-20,Small,simulated_future_projects,Future
1012705,2023-04-15,Small,simulated_future_projects,Future
1012706,2021-08-07,Small,simulated_future_projects,Future
1012707,2024-06-16,Small,simulated_future_projects,Future
1012708,2021-11-25,Large,simulated_future_projects,Future
1012709,2023-07-15,Small,simulated_future_projects,Future
1012710,2028-11-19,Small,simulated_future_projects,Future
1012711,2021-11-13,Small,simulated_future_projects,Future
1012712,2023-06-30,Small,simulated_future_projects,Future
1012713,2022-02-19,Small,simulated_future_projects,Future
1012714,2022-03-07,Small,simulated_future_projects,Future
1012715,2021-06-04,Small,simulated_future_projects,Future
1012716,2022-03-26,Large,simulated_future_projects,Future
1012717,2022-02-15,Small,simulated_future_projects,Future
1012718,2021-08-27,Small,simulated_future_projects,Future
1012719,2021-10-10,Small,simulated_future_projects,Future
1012720,2021-12-23,Small,simulated_future_projects,Future
1012721,2021-11-20,Large,simulated_future_projects,Future
1012722,2026-10-13,Small,simulated_future_projects,Future
1012723,2023-09-06,Small,simulated_future_projects,Future
1012724,2021-06-10,Small,simulated_future_projects,Future
1012725,2021-07-23,Small,simulated_future_projects,Future
1012726,2022-03-11,Small,simulated_future_projects,Future
1012727,2027-03-11,Small,simulated_future_projects,Future
1012728,2022-05-01,Small,simulated_future_projects,Future
1012729,2023-06-26,Large,simulated_future_projects,Future
1012730,2026-10-10,Small,simulated_future_projects,Future
1012731,2022-06-18,Small,simulated_future_projects,Future
1012732,2023-02-14,Small,simulated_future_projects,Future
1012733,2024-01-24,Small,simulated_future_projects,Future
1012734,2022-03-21,Small,simulated_future_projects,Future
1012735,2022-10-27,Small,simulated_future_projects,Future
1012736,2021-07-31,Small,simulated_future_projects,Future
1012737,2021-09-02,Small,simulated_future_projects,Future
1012738,2021-10-23,Small,simulated_future_projects,Future
1012739,2022-02-21,Small,simulated_future_projects,Future
1012740,2022-06-13,Small,simulated_future_projects,Future
1012741,2023-03-19,Small,simulated_future_projects,Future
1012742,2021-09-19,Small,simulated_future_projects,Future
1012743,2022-01-16,Small,simulated_future_projects,Future
1012744,2021-09-05,Small,simulated_future_projects,Future
1012745,2024-11-28,Small,simulated_future_projects,Future
1012746,2023-06-23,Small,simulated_future_projects,Future
1012747,2021-10-03,Small,simulated_future_projects,Future
1012748,2022-02-18,Small,simulated_future_projects,Future
1012749,2022-10-07,Small,simulated_future_projects,Future
1012750,2022-02-11,Large,simulated_future_projects,Future
1012751,2022-02-17,Small,simulated_future_projects,Future
1012752,2028-07-25,Small,simulated_future_projects,Future
1012753,2024-03-23,Small,simulated_future_projects,Future
1012754,2021-08-14,Small,simulated_future_projects,Future
1012755,2021-09-02,Small,simulated_future_projects,Future
1012756,2024-01-08,Small,simulated_future_projects,Future
1012757,2023-02-08,Small,simulated_future_projects,Future
1012758,2022-06-26,Small,simulated_future_projects,Future
1012759,2028-05-05,Small,simulated_future_projects,Future
1012760,2021-09-13,Small,simulated_future_projects,Future
1012761,2022-09-16,Small,simulated_future_projects,Future
1012762,2022-02-22,Large,simulated_future_projects,Future
1012763,2021-09-14,Small,simulated_future_projects,Future
1012764,2021-06-24,Small,simulated_future_projects,Future
1012765,2022-11-23,Small,simulated_future_projects,Future
1012766,2021-12-16,Small,simulated_future_projects,Future
1012767,2021-11-30,Small,simulated_future_projects,Future
1012768,2023-04-02,Small,simulated_future_projects,Future
1012769,2021-06-22,Small,simulated_future_projects,Future
1012770,2023-09-02,Large,simulated_future_projects,Future
1012771,2022-10-12,Large,simulated_future_projects,Future
1012772,2021-06-19,Small,simulated_future_projects,Future
1012773,2021-11-15,Small,simulated_future_projects,Future
1012774,2022-02-08,Small,simulated_future_projects,Future
1012775,2026-03-17,Small,simulated_future_projects,Future
1012776,2021-12-21,Small,simulated_future_projects,Future
1012777,2022-06-03,Small,simulated_future_projects,Future
1012778,2021-06-09,Small,simulated_future_projects,Future
1012779,2024-07-31,Small,simulated_future_projects,Future
1012780,2021-11-20,Large,simulated_future_projects,Future
1012781,2023-02-08,Small,simulated_future_projects,Future
1012782,2021-06-24,Small,simulated_future_projects,Future
1012783,2021-07-08,Small,simulated_future_projects,Future
1012784,2022-06-17,Small,simulated_future_projects,Future
1012785,2022-05-11,Very Large,simulated_future_projects,Future
1012786,2021-10-04,Small,simulated_future_projects,Future
1012787,2025-01-30,Small,simulated_future_projects,Future
1012788,2021-08-04,Large,simulated_future_projects,Future
1012789,2021-05-31,Small,simulated_future_projects,Future
1012790,2021-09-15,Small,simulated_future_projects,Future
1012791,2021-11-29,Small,simulated_future_projects,Future
1012792,2023-07-21,Small,simulated_future_projects,Future
1012793,2022-01-30,Small,simulated_future_projects,Future
1012794,2024-08-29,Small,simulated_future_projects,Future
1012795,2022-06-05,Large,simulated_future_projects,Future
1012796,2024-03-02,Small,simulated_future_projects,Future
1012797,2022-06-24,Small,simulated_future_projects,Future
1012798,2023-06-27,Small,simulated_future_projects,Future
1012799,2023-04-17,Small,simulated_future_projects,Future
1012800,2021-08-07,Small,simulated_future_projects,Future
1012801,2022-08-22,Small,simulated_future_projects,Future
1012802,2023-11-13,Small,simulated_future_projects,Future
1012803,2022-07-07,Small,simulated_future_projects,Future
1012804,2021-10-10,Small,simulated_future_projects,Future
1012805,2021-07-03,Small,simulated_future_projects,Future
1012806,2023-05-04,Small,simulated_future_projects,Future
1012807,2022-05-11,Small,simulated_future_projects,Future
1012808,2021-05-24,Small,simulated_future_projects,Future
1012809,2023-04-24,Small,simulated_future_projects,Future
1012810,2023-04-09,Small,simulated_future_projects,Future
1012811,2021-06-16,Small,simulated_future_projects,Future
1012812,2021-08-29,Small,simulated_future_projects,Future
1012813,2023-08-01,Small,simulated_future_projects,Future
1012814,2021-08-08,Small,simulated_future_projects,Future
1012815,2022-06-16,Small,simulated_future_projects,Future
1012816,2021-09-12,Small,simulated_future_projects,Future
1012817,2024-01-26,Small,simulated_future_projects,Future
1012818,2022-12-21,Small,simulated_future_projects,Future
1012819,2023-03-27,Small,simulated_future_projects,Future
1012820,2021-08-11,Small,simulated_future_projects,Future
1012821,2021-06-14,Large,simulated_future_projects,Future
1012822,2023-10-08,Very Large,simulated_future_projects,Future
1012823,2023-11-29,Small,simulated_future_projects,Future
1012824,2021-06-23,Small,simulated_future_projects,Future
1012825,2021-05-22,Small,simulated_future_projects,Future
1012826,2021-09-01,Large,simulated_future_projects,Future
1012827,2023-03-14,Small,simulated_future_projects,Future
1012828,2025-06-21,Small,simulated_future_projects,Future
1012829,2023-02-07,Small,simulated_future_projects,Future
1012830,2022-10-18,Small,simulated_future_projects,Future
1012831,2021-10-09,Small,simulated_future_projects,Future
1012832,2023-04-06,Small,simulated_future_projects,Future
1012833,2021-06-24,Large,simulated_future_projects,Future
1012834,2021-09-24,Small,simulated_future_projects,Future
1012835,2021-11-20,Small,simulated_future_projects,Future
1012836,2022-10-01,Small,simulated_future_projects,Future
1012837,2021-09-23,Small,simulated_future_projects,Future
1012838,2023-02-13,Large,simulated_future_projects,Future
1012839,2023-05-02,Small,simulated_future_projects,Future
1012840,2024-01-09,Small,simulated_future_projects,Future
1012841,2021-05-31,Small,simulated_future_projects,Future
1012842,2022-01-08,Small,simulated_future_projects,Future
1012843,2021-09-03,Small,simulated_future_projects,Future
1012844,2025-05-27,Large,simulated_future_projects,Future
1012845,2022-06-23,Small,simulated_future_projects,Future
1012846,2023-03-08,Small,simulated_future_projects,Future
1012847,2023-05-11,Small,simulated_future_projects,Future
1012848,2022-11-25,Small,simulated_future_projects,Future
1012849,2021-11-05,Small,simulated_future_projects,Future
1012850,2021-07-02,Small,simulated_future_projects,Future
1012851,2022-04-28,Large,simulated_future_projects,Future
1012852,2021-06-19,Small,simulated_future_projects,Future
1012853,2022-03-17,Small,simulated_future_projects,Future
1012854,2022-01-31,Small,simulated_future_projects,Future
1012855,2023-01-22,Large,simulated_future_projects,Future
1012856,2023-09-30,Very Large,simulated_future_projects,Future
1012857,2021-11-04,Small,simulated_future_projects,Future
1012858,2022-04-23,Small,simulated_future_projects,Future
1012859,2024-03-03,Small,simulated_future_projects,Future
1012860,2029-01-26,Small,simulated_future_projects,Future
1012861,2023-01-30,Small,simulated_future_projects,Future
1012862,2021-05-26,Small,simulated_future_projects,Future
1012863,2022-05-14,Small,simulated_future_projects,Future
1012864,2023-12-11,Small,simulated_future_projects,Future
1012865,2022-03-18,Small,simulated_future_projects,Future
1012866,2021-07-23,Small,simulated_future_projects,Future
1012867,2021-10-21,Small,simulated_future_projects,Future
1012868,2025-10-11,Small,simulated_future_projects,Future
1012869,2023-04-16,Small,simulated_future_projects,Future
1012870,2022-01-11,Small,simulated_future_projects,Future
1012871,2021-07-03,Small,simulated_future_projects,Future
1012872,2024-07-27,Small,simulated_future_projects,Future
1012873,2021-10-14,Small,simulated_future_projects,Future
1012874,2021-06-25,Small,simulated_future_projects,Future
1012875,2022-06-02,Large,simulated_future_projects,Future
1012876,2021-06-14,Small,simulated_future_projects,Future
1012877,2024-05-28,Small,simulated_future_projects,Future
1012878,2022-02-05,Small,simulated_future_projects,Future
1012879,2024-07-22,Small,simulated_future_projects,Future
1012880,2022-05-07,Small,simulated_future_projects,Future
1012881,2029-08-06,Small,simulated_future_projects,Future
1012882,2022-02-24,Small,simulated_future_projects,Future
1012883,2023-06-05,Small,simulated_future_projects,Future
1012884,2022-08-26,Small,simulated_future_projects,Future
1012885,2021-05-22,Small,simulated_future_projects,Future
1012886,2023-10-25,Small,simulated_future_projects,Future
1012887,2023-04-24,Small,simulated_future_projects,Future
1012888,2022-11-10,Small,simulated_future_projects,Future
1012889,2021-12-29,Small,simulated_future_projects,Future
1012890,2022-01-04,Small,simulated_future_projects,Future
1012891,2023-04-17,Small,simulated_future_projects,Future
1012892,2023-05-31,Small,simulated_future_projects,Future
1012893,2023-06-18,Small,simulated_future_projects,Future
1012894,2021-06-30,Large,simulated_future_projects,Future
1012895,2022-03-10,Small,simulated_future_projects,Future
1012896,2021-08-30,Very Large,simulated_future_projects,Future
1012897,2022-01-31,Small,simulated_future_projects,Future
1012898,2023-02-19,Small,simulated_future_projects,Future
1012899,2021-10-09,Small,simulated_future_projects,Future
1012900,2021-11-25,Small,simulated_future_projects,Future
1012901,2021-08-08,Small,simulated_future_projects,Future
1012902,2021-07-25,Small,simulated_future_projects,Future
1012903,2021-10-08,Small,simulated_future_projects,Future
1012904,2023-05-12,Small,simulated_future_projects,Future
1012905,2021-07-21,Small,simulated_future_projects,Future
1012906,2024-04-11,Small,simulated_future_projects,Future
1012907,2021-11-23,Small,simulated_future_projects,Future
1012908,2023-02-27,Small,simulated_future_projects,Future
1012909,2021-06-28,Large,simulated_future_projects,Future
1012910,2021-09-09,Small,simulated_future_projects,Future
1012911,2021-10-16,Small,simulated_future_projects,Future
1012912,2022-08-06,Small,simulated_future_projects,Future
1012913,2022-03-09,Large,simulated_future_projects,Future
1012914,2022-09-28,Small,simulated_future_projects,Future
1012915,2021-08-07,Small,simulated_future_projects,Future
1012916,2021-05-24,Small,simulated_future_projects,Future
1012917,2022-09-09,Small,simulated_future_projects,Future
1012918,2021-11-29,Small,simulated_future_projects,Future
1012919,2022-02-08,Small,simulated_future_projects,Future
1012920,2022-11-23,Small,simulated_future_projects,Future
1012921,2023-02-04,Small,simulated_future_projects,Future
1012922,2022-06-10,Small,simulated_future_projects,Future
1012923,2022-10-02,Small,simulated_future_projects,Future
1012924,2021-07-19,Small,simulated_future_projects,Future
1012925,2023-11-18,Small,simulated_future_projects,Future
1012926,2021-11-21,Small,simulated_future_projects,Future
1012927,2021-08-01,Small,simulated_future_projects,Future
1012928,2022-04-10,Small,simulated_future_projects,Future
1012929,2021-08-11,Small,simulated_future_projects,Future
